日期,城市,城市分层,省份,天气,温度,众数配送费,众数配送费门店占比
2026-07-18,日照,四线城市,山东,多云,28,0.00,1.0
2026-07-18,茂名,四线城市,广东,雷阵雨,33,0.00,1.0
2026-07-18,内江,四线城市,四川,阵雨,35,0.00,0.9091
2026-07-18,黄冈,四线城市,湖北,小雨,31,0.00,1.0
2026-07-18,丽水,四线城市,浙江,多云,38,0.00,1.0
2026-07-18,邵阳,四线城市,湖南,雷阵雨,33,0.00,1.0
2026-07-18,濮阳,四线城市,河南,多云,31,0.00,1.0
2026-07-18,眉山,四线城市,四川,阴,34,0.00,0.875
2026-07-18,宜宾,四线城市,四川,阵雨,35,0.00,1.0
2026-07-18,常德,四线城市,湖南,中雨,31,0.00,1.0
2026-07-18,营口,四线城市,辽宁,晴,30,0.00,1.0
2026-07-18,梅州,四线城市,广东,雷阵雨,34,0.00,1.0
2026-07-18,河源,四线城市,广东,雷阵雨,33,0.00,1.0
2026-07-18,抚州,四线城市,江西,晴,34,0.00,1.0
2026-07-18,郴州,四线城市,湖南,小雨,34,0.00,1.0
2026-07-18,咸宁,四线城市,湖北,小雨,30,0.00,1.0
2026-07-18,汕尾,四线城市,广东,中雨,29,0.00,1.0
2026-07-18,黔东南苗族侗族自治州,四线城市,贵州,阵雨,33,0.00,1.0
2026-07-18,永州,四线城市,湖南,雷阵雨,34,0.00,1.0
2026-07-18,晋中,四线城市,山西,小雨,32,0.00,1.0
2026-07-18,淮南,四线城市,安徽,小雨,29,0.00,1.0
2026-07-18,衡水,四线城市,河北,阴,32,0.00,1.0
2026-07-18,丹东,四线城市,辽宁,多云,31,0.00,1.0
2026-07-18,百色,四线城市,广西,阵雨,32,0.00,1.0
2026-07-18,玉林,四线城市,广西,雷阵雨,32,0.00,1.0
2026-07-18,锦州,四线城市,辽宁,多云,30,0.00,1.0
2026-07-18,盘锦,四线城市,辽宁,阴,31,0.00,1.0
2026-07-18,滨州,四线城市,山东,多云,31,0.00,1.0
2026-07-18,武威,四线城市,甘肃,晴,31,0.00,1.0
2026-07-18,韶关,四线城市,广东,雷阵雨,34,0.00,1.0
2026-07-18,东营,四线城市,山东,多云,31,0.00,1.0
2026-07-18,宣城,四线城市,安徽,小雨,32,0.00,1.0
2026-07-18,红河哈尼族彝族自治州,四线城市,云南,中雨,27,0.00,1.0
2026-07-18,许昌,四线城市,河南,多云,33,0.00,1.0
2026-07-18,乐山,四线城市,四川,多云,34,0.00,1.0
2026-07-18,景德镇,四线城市,江西,小雨,35,0.00,0.6
2026-07-18,湘潭,四线城市,湖南,小雨,35,0.00,1.0
2026-07-18,舟山,四线城市,浙江,多云,36,0.00,0.8
2026-07-18,怀化,四线城市,湖南,雷阵雨,35,0.00,1.0
2026-07-18,黄石,四线城市,湖北,小雨,30,0.00,1.0
2026-07-18,南平,四线城市,福建,阴,35,0.00,1.0
2026-07-18,梧州,四线城市,广西,阵雨,33,0.00,1.0
2026-07-18,赤峰,四线城市,内蒙古,小雨,28,0.00,1.0
2026-07-18,榆林,四线城市,陕西,多云,30,0.00,0.75
2026-07-18,达州,四线城市,四川,阴,35,0.00,1.0
2026-07-18,焦作,四线城市,河南,多云,34,0.00,1.0
2026-07-18,昭通,四线城市,云南,多云,25,0.00,1.0
2026-07-18,六盘水,四线城市,贵州,阵雨,25,0.00,1.0
2026-07-18,吉林,四线城市,吉林,阴,30,0.00,1.0
2026-07-18,鞍山,四线城市,辽宁,多云,32,0.00,1.0
2026-07-18,承德,四线城市,河北,阴,30,0.00,1.0
2026-07-18,大同,四线城市,山西,小雨,29,0.00,1.0
2026-07-18,铜陵,四线城市,安徽,雷阵雨,32,0.00,1.0
2026-07-18,大理白族自治州,四线城市,云南,中雨,23,0.00,1.0
2026-07-18,新余,四线城市,江西,阵雨,34,0.00,1.0
2026-07-18,平顶山,四线城市,河南,阴,33,0.00,1.0
2026-07-18,毕节,四线城市,贵州,阴,28,0.00,0.6667
2026-07-18,汉中,四线城市,陕西,阴,34,0.00,1.0
2026-07-18,黔南布依族苗族自治州,四线城市,贵州,阵雨,29,0.00,1.0
2026-07-18,曲靖,四线城市,云南,小雨,25,0.00,1.0
2026-07-18,白银,四线城市,甘肃,阵雨,30,0.00,1.0
2026-07-18,张家口,四线城市,河北,雷阵雨,30,0.00,1.0
2026-07-18,泸州,四线城市,四川,阵雨,33,0.00,1.0
2026-07-18,黄山,四线城市,安徽,小雨,33,0.00,1.0
2026-07-18,文昌,四线城市,海南,雷阵雨,34,0.00,1.0
2026-07-18,鄂州,四线城市,湖北,小雨,30,0.00,1.0
2026-07-18,吉安,四线城市,江西,多云,36,0.00,1.0
2026-07-18,大庆,四线城市,黑龙江,小雨,29,0.00,1.0
2026-07-18,秦皇岛,四线城市,河北,多云,30,0.50,1.0
2026-07-18,长治,四线城市,山西,小雨,29,0.00,1.0
2026-07-18,临汾,四线城市,山西,多云,32,0.00,1.0
2026-07-18,十堰,四线城市,湖北,小雨,34,0.00,1.0
2026-07-18,淮北,四线城市,安徽,小雨,31,0.00,1.0
2026-07-18,娄底,四线城市,湖南,小雨,33,0.00,1.0
2026-07-18,恩施土家族苗族自治州,五线城市,湖北,中雨,27,0.00,1.0
2026-07-18,遂宁,五线城市,四川,雷阵雨,34,0.00,1.0
2026-07-18,荆门,五线城市,湖北,小雨,28,0.00,1.0
2026-07-18,延安,五线城市,陕西,多云,28,0.00,1.0
2026-07-18,广安,五线城市,四川,雷阵雨,33,0.00,0.875
2026-07-18,资阳,五线城市,四川,阴,35,0.00,1.0
2026-07-18,天水,五线城市,甘肃,多云,30,0.00,1.0
2026-07-18,张家界,五线城市,湖南,中雨,30,0.00,1.0
2026-07-18,铁岭,五线城市,辽宁,雷阵雨,32,0.00,1.0
2026-07-18,白城,五线城市,吉林,小雨,28,0.00,1.0
2026-07-18,仙桃,五线城市,湖北,小雨,30,0.00,1.0
2026-07-18,雅安,五线城市,四川,阵雨,31,0.00,1.0
2026-07-18,贺州,五线城市,广西,阵雨,34,0.00,1.0
2026-07-18,辽阳,五线城市,辽宁,雷阵雨,32,0.00,1.0
2026-07-18,葫芦岛,五线城市,辽宁,多云,31,0.00,1.0
2026-07-18,石嘴山,五线城市,宁夏,多云,33,0.00,1.0
2026-07-18,朝阳,五线城市,辽宁,小雨,32,0.00,1.0
2026-07-18,阜新,五线城市,辽宁,雷阵雨,32,0.00,1.0
2026-07-18,池州,五线城市,安徽,小雨,32,0.00,1.0
2026-07-18,抚顺,五线城市,辽宁,雷阵雨,32,0.00,1.0
2026-07-18,楚雄彝族自治州,五线城市,云南,中雨,25,0.00,1.0
2026-07-18,西双版纳傣族自治州,五线城市,云南,阵雨,29,0.00,1.0
2026-07-18,鹰潭,五线城市,江西,多云,35,0.00,1.0
2026-07-18,通化,五线城市,吉林,多云,31,0.00,1.0
2026-07-18,玉溪,五线城市,云南,大雨,25,0.00,1.0
2026-07-18,防城港,五线城市,广西,中雨,31,0.00,1.0
2026-07-18,安康,五线城市,陕西,阴,33,0.00,1.0
2026-07-18,湘西土家族苗族自治州,五线城市,湖南,小雨,34,0.00,1.0
2026-07-18,广元,五线城市,四川,阴,35,0.00,1.0
2026-07-18,本溪,五线城市,辽宁,多云,30,0.00,1.0
2026-07-18,临夏回族自治州,五线城市,甘肃,晴,27,0.00,1.0
2026-07-18,金昌,五线城市,甘肃,晴,32,0.00,1.0
2026-07-18,延边,五线城市,吉林,阴,30,0.00,1.0
2026-07-18,辽源,五线城市,吉林,小雨,30,0.00,1.0
2026-07-18,庆阳,五线城市,甘肃,多云,28,0.00,1.0
2026-07-18,佳木斯,五线城市,黑龙江,多云,30,0.50,0.5
2026-07-18,济源,五线城市,河南,多云,33,0.00,1.0
2026-07-18,儋州,五线城市,海南,多云,34,0.00,1.0
2026-07-18,文山壮族苗族自治州,五线城市,云南,小雨,27,0.00,1.0
2026-07-18,普洱,五线城市,云南,小雨,23,0.00,1.0
2026-07-18,万宁,五线城市,海南,多云,33,0.00,1.0
2026-07-18,德宏傣族景颇族自治州,五线城市,云南,小雨,25,0.00,1.0
2026-07-18,萍乡,五线城市,江西,阵雨,34,0.00,1.0
2026-07-18,四平,五线城市,吉林,小雨,29,0.00,1.0
2026-07-18,随州,五线城市,湖北,小雨,27,0.00,1.0
2026-07-18,崇左,五线城市,广西,小雨,31,0.00,1.0
2026-07-18,鹤壁,五线城市,河南,多云,32,0.00,1.0
2026-07-18,固原,五线城市,宁夏,多云,28,0.00,1.0
2026-07-18,中卫,五线城市,宁夏,多云,33,0.00,1.0
2026-07-18,陇南,五线城市,甘肃,阴,33,0.00,1.0
2026-07-18,绥化,五线城市,黑龙江,阵雨,28,0.00,1.0
2026-07-18,铜仁,五线城市,贵州,雷阵雨,32,0.00,1.0
2026-07-18,忻州,五线城市,山西,小雨,30,0.00,1.0
2026-07-18,吴忠,五线城市,宁夏,多云,34,0.00,1.0
2026-07-18,钦州,五线城市,广西,阵雨,31,0.00,1.0
2026-07-18,凉山彝族自治州,五线城市,四川,阵雨,26,0.00,1.0
2026-07-18,伊春,五线城市,黑龙江,阵雨,28,0.00,1.0
2026-07-18,东方,五线城市,海南,多云,32,0.00,1.0
2026-07-18,潜江,五线城市,湖北,小雨,29,0.00,1.0
2026-07-18,来宾,五线城市,广西,阵雨,32,0.00,1.0
2026-07-18,七台河,五线城市,黑龙江,多云,30,0.00,1.0
2026-07-18,松原,五线城市,吉林,阴,30,0.00,1.0
2026-07-18,乌兰察布,五线城市,内蒙古,多云,26,0.00,1.0
2026-07-18,巴中,五线城市,四川,阴,36,0.00,1.0
2026-07-18,通辽,五线城市,内蒙古,中雨,29,0.00,1.0
2026-07-18,大连,,辽宁,多云,28,,
2026-07-18,呼伦贝尔,,内蒙古,晴,26,,
2026-07-18,阳江,,广东,雷阵雨,32,,
2026-07-18,商洛,,陕西,阴,31,,
2026-07-18,贵港,,广西,阵雨,32,,
2026-07-18,成都,,四川,阴,33,,
2026-07-18,阳泉,,山西,小雨,30,,
2026-07-18,朔州,,山西,小雨,27,,
2026-07-18,北海,,广西,雷阵雨,32,,
2026-07-18,呼和浩特,,内蒙古,多云,29,,
2026-07-18,黔西南布依族苗族自治州,,贵州,阵雨,27,,
2026-07-18,鹤岗,,黑龙江,多云,28,,
2026-07-18,吕梁,,山西,晴,32,,
2026-07-18,怒江傈僳族自治州,,云南,小雨,28,,
2026-07-18,拉萨,,西藏,中雨,22,,
2026-07-18,襄阳,,湖北,小雨,28,,
2026-07-18,定西,,甘肃,多云,26,,
2026-07-18,绍兴,,浙江,小雨,36,,
2026-07-18,宁波,,浙江,多云,36,,
2026-07-18,三门峡,,河南,多云,31,,
2026-07-18,泰州,,江苏,小雨,34,,
2026-07-18,河池,,广西,阵雨,32,,
2026-07-18,鸡西,,黑龙江,小雨,30,,
2026-07-18,潍坊,,山东,阴,30,,
2026-07-18,兴安,,内蒙古,阵雨,26,,
2026-07-18,重庆,,重庆,多云,35,,
2026-07-18,安阳,,河南,小雨,32,,
2026-07-18,嘉兴,,浙江,多云,35,,
2026-07-19,深圳,一线城市,广东,雷阵雨,31,0.00,1.0
2026-07-19,上海,一线城市,上海,中雨,32,0.00,1.0
2026-07-19,北京,一线城市,北京,多云,31,0.00,1.0
2026-07-19,广州,一线城市,广东,中雨,32,0.00,1.0
2026-07-19,杭州,新一线城市,浙江,小雨,32,0.00,1.0
2026-07-19,苏州,新一线城市,江苏,大雨,32,0.00,0.9534
2026-07-19,合肥,新一线城市,安徽,小雨,30,0.00,0.8038
2026-07-19,武汉,新一线城市,湖北,阴,30,0.00,0.9928
2026-07-19,南京,新一线城市,江苏,大雨,29,0.00,0.9882
2026-07-19,郑州,新一线城市,河南,晴,34,0.00,0.913
2026-07-19,长沙,新一线城市,湖南,中雨,32,0.00,0.9841
2026-07-19,东莞,新一线城市,广东,中雨,32,0.00,1.0
2026-07-19,西安,新一线城市,陕西,晴,38,0.00,0.9828
2026-07-19,青岛,新一线城市,山东,多云,28,0.00,1.0
2026-07-19,天津,新一线城市,天津,多云,34,0.00,0.9737
2026-07-19,佛山,新一线城市,广东,雷阵雨,34,0.00,1.0
2026-07-19,沈阳,二线城市,辽宁,雷阵雨,29,0.00,0.9673
2026-07-19,南通,二线城市,江苏,小雨,31,0.00,0.5198
2026-07-19,临沂,二线城市,山东,晴,31,0.00,0.6
2026-07-19,南昌,二线城市,江西,中雨,31,0.00,0.9649
2026-07-19,泉州,二线城市,福建,小雨,33,0.00,0.68
2026-07-19,常州,二线城市,江苏,大雨,31,0.00,1.0
2026-07-19,福州,二线城市,福建,大雨,35,0.00,0.9545
2026-07-19,金华,二线城市,浙江,小雨,32,0.00,0.725
2026-07-19,温州,二线城市,浙江,小雨,35,0.00,0.9429
2026-07-19,无锡,二线城市,江苏,中雨,33,0.00,1.0
2026-07-19,厦门,二线城市,福建,小雨,32,0.00,1.0
2026-07-19,惠州,二线城市,广东,中雨,32,0.50,0.5
2026-07-19,漳州,二线城市,福建,小雨,35,0.50,1.0
2026-07-19,哈尔滨,二线城市,黑龙江,多云,29,0.00,1.0
2026-07-19,徐州,二线城市,江苏,晴,30,0.50,0.5
2026-07-19,石家庄,二线城市,河北,多云,33,0.00,0.6957
2026-07-19,济南,二线城市,山东,多云,31,0.00,0.8636
2026-07-19,南宁,二线城市,广西,中雨,30,0.00,0.7368
2026-07-19,保定,二线城市,河北,阴,33,0.50,1.0
2026-07-19,太原,二线城市,山西,晴,35,0.00,1.0
2026-07-19,嘉兴,二线城市,浙江,小雨,31,0.00,1.0
2026-07-19,兰州,二线城市,甘肃,晴,34,0.00,0.8571
2026-07-19,长春,二线城市,吉林,小雨,30,0.00,0.7857
2026-07-19,烟台,二线城市,山东,晴,27,0.50,0.6154
2026-07-19,贵阳,二线城市,贵州,阵雨,24,0.00,0.75
2026-07-19,昆明,二线城市,云南,小雨,25,0.00,0.8333
2026-07-19,中山,二线城市,广东,中雨,32,0.00,1.0
2026-07-19,珠海,二线城市,广东,中雨,31,0.00,1.0
2026-07-19,五指山,二线城市,海南,雷阵雨,31,0.50,1.0
2026-07-19,淮安,三线城市,江苏,阴,27,0.00,0.7042
2026-07-19,洛阳,三线城市,河南,晴,33,0.50,1.0
2026-07-19,台州,三线城市,浙江,小雨,34,0.00,0.807
2026-07-19,盐城,三线城市,江苏,小雨,29,0.50,0.5
2026-07-19,开封,三线城市,河南,晴,33,0.50,1.0
2026-07-19,湖州,三线城市,浙江,中雨,31,0.50,0.6667
2026-07-19,汕头,三线城市,广东,雷阵雨,32,0.50,1.0
2026-07-19,扬州,三线城市,江苏,中雨,30,0.50,0.5357
2026-07-19,绵阳,三线城市,四川,晴,38,0.50,1.0
2026-07-19,芜湖,三线城市,安徽,小雨,29,0.50,1.0
2026-07-19,济宁,三线城市,山东,阴,32,0.50,1.0
2026-07-19,镇江,三线城市,江苏,小雨,31,0.50,0.55
2026-07-19,阜阳,三线城市,安徽,晴,31,0.50,1.0
2026-07-19,宿迁,三线城市,江苏,阴,29,0.50,1.0
2026-07-19,赣州,三线城市,江西,雷阵雨,35,0.50,0.8421
2026-07-19,六安,三线城市,安徽,小雨,31,0.50,1.0
2026-07-19,南充,三线城市,四川,晴,38,0.50,1.0
2026-07-19,马鞍山,三线城市,安徽,中雨,29,0.50,1.0
2026-07-19,莆田,三线城市,福建,小雨,33,0.50,0.7143
2026-07-19,宜昌,三线城市,湖北,阴,31,0.50,0.5
2026-07-19,宁德,三线城市,福建,小雨,35,0.50,1.0
2026-07-19,滁州,三线城市,安徽,小雨,30,0.50,1.0
2026-07-19,枣庄,三线城市,山东,晴,31,0.50,1.0
2026-07-19,宿州,三线城市,安徽,晴,30,0.50,1.0
2026-07-19,上饶,三线城市,江西,小雨,32,0.50,1.0
2026-07-19,安庆,三线城市,安徽,小雨,29,0.50,1.0
2026-07-19,廊坊,三线城市,河北,阴,31,0.50,1.0
2026-07-19,衡阳,三线城市,湖南,小雨,33,0.50,1.0
2026-07-19,揭阳,三线城市,广东,雷阵雨,31,0.00,0.6364
2026-07-19,咸阳,三线城市,陕西,晴,37,0.00,0.7273
2026-07-19,银川,三线城市,宁夏,晴,34,0.00,0.8
2026-07-19,连云港,三线城市,江苏,阴,27,0.50,1.0
2026-07-19,渭南,三线城市,陕西,晴,39,0.50,1.0
2026-07-19,岳阳,三线城市,湖南,中雨,31,0.50,1.0
2026-07-19,淄博,三线城市,山东,多云,32,0.00,0.8889
2026-07-19,邢台,三线城市,河北,多云,32,0.50,1.0
2026-07-19,湛江,三线城市,广东,多云,32,0.50,0.625
2026-07-19,商丘,三线城市,河南,多云,32,0.50,1.0
2026-07-19,海口,三线城市,海南,小雨,34,0.00,1.0
2026-07-19,荆州,三线城市,湖北,阴,30,0.50,0.75
2026-07-19,周口,三线城市,河南,多云,36,0.50,1.0
2026-07-19,宜春,三线城市,江西,雷阵雨,31,0.50,1.0
2026-07-19,肇庆,三线城市,广东,中雨,34,0.50,1.0
2026-07-19,信阳,三线城市,河南,阴,33,0.50,1.0
2026-07-19,九江,三线城市,江西,小雨,30,0.50,0.8571
2026-07-19,聊城,三线城市,山东,多云,32,0.50,1.0
2026-07-19,泰安,三线城市,山东,晴,31,0.50,1.0
2026-07-19,桂林,三线城市,广西,阵雨,31,0.50,1.0
2026-07-19,唐山,三线城市,河北,多云,32,0.50,0.7143
2026-07-19,柳州,三线城市,广西,阵雨,34,0.50,1.0
2026-07-19,清远,三线城市,广东,雷阵雨,33,0.50,1.0
2026-07-19,南阳,三线城市,河南,晴,35,0.50,1.0
2026-07-19,菏泽,三线城市,山东,晴,33,0.50,1.0
2026-07-19,株洲,三线城市,湖南,小雨,29,0.50,1.0
2026-07-19,沧州,三线城市,河北,多云,34,0.50,1.0
2026-07-19,蚌埠,三线城市,安徽,多云,31,0.50,1.0
2026-07-19,驻马店,三线城市,河南,多云,35,0.50,1.0
2026-07-19,遵义,三线城市,贵州,阵雨,29,0.50,1.0
2026-07-19,江门,三线城市,广东,中雨,32,0.50,1.0
2026-07-19,潮州,三线城市,广东,雷阵雨,30,0.50,1.0
2026-07-19,威海,三线城市,山东,多云,27,0.50,1.0
2026-07-19,德州,三线城市,山东,多云,33,0.50,1.0
2026-07-19,新乡,三线城市,河南,晴,33,0.50,1.0
2026-07-19,三亚,三线城市,海南,小雨,33,0.00,0.6667
2026-07-19,邯郸,三线城市,河北,晴,33,0.50,1.0
2026-07-19,琼海,三线城市,海南,多云,34,0.50,1.0
2026-07-19,运城,三线城市,山西,晴,36,0.50,1.0
2026-07-19,西宁,四线城市,青海,小雨,30,0.50,1.0
2026-07-19,云浮,四线城市,广东,雷阵雨,33,0.50,1.0
2026-07-19,自贡,四线城市,四川,晴,37,0.50,1.0
2026-07-19,衢州,四线城市,浙江,小雨,34,0.50,1.0
2026-07-19,德阳,四线城市,四川,晴,38,0.50,1.0
2026-07-19,龙岩,四线城市,福建,小雨,32,0.50,1.0
2026-07-19,宝鸡,四线城市,陕西,晴,38,0.50,1.0
2026-07-19,亳州,四线城市,安徽,晴,31,0.50,1.0
2026-07-19,益阳,四线城市,湖南,小雨,28,0.80,1.0
2026-07-19,三明,四线城市,福建,小雨,35,0.50,1.0
2026-07-19,孝感,四线城市,湖北,阴,30,0.50,1.0
2026-07-19,日照,四线城市,山东,多云,29,0.50,1.0
2026-07-19,茂名,四线城市,广东,雷阵雨,33,0.50,1.0
2026-07-19,内江,四线城市,四川,晴,37,0.50,1.0
2026-07-19,黄冈,四线城市,湖北,多云,30,0.50,1.0
2026-07-19,丽水,四线城市,浙江,小雨,35,0.50,1.0
2026-07-19,邵阳,四线城市,湖南,雷阵雨,31,0.50,1.0
2026-07-19,濮阳,四线城市,河南,晴,32,0.50,1.0
2026-07-19,眉山,四线城市,四川,晴,38,0.50,1.0
2026-07-19,常德,四线城市,湖南,小雨,28,0.50,1.0
2026-07-19,宜宾,四线城市,四川,多云,38,0.50,1.0
2026-07-19,梅州,四线城市,广东,雷阵雨,32,0.50,1.0
2026-07-19,营口,四线城市,辽宁,雷阵雨,29,0.50,1.0
2026-07-19,河源,四线城市,广东,雷阵雨,32,0.50,1.0
2026-07-19,咸宁,四线城市,湖北,小雨,31,0.50,1.0
2026-07-19,郴州,四线城市,湖南,小雨,33,0.50,1.0
2026-07-19,抚州,四线城市,江西,中雨,31,0.50,1.0
2026-07-19,黔东南苗族侗族自治州,四线城市,贵州,阵雨,29,0.50,1.0
2026-07-19,永州,四线城市,湖南,雷阵雨,34,0.50,1.0
2026-07-19,汕尾,四线城市,广东,中雨,30,0.50,1.0
2026-07-19,玉林,四线城市,广西,雷阵雨,32,0.50,1.0
2026-07-19,晋中,四线城市,山西,晴,33,0.50,1.0
2026-07-19,衡水,四线城市,河北,多云,34,0.50,1.0
2026-07-19,淮南,四线城市,安徽,阴,31,0.50,1.0
2026-07-19,丹东,四线城市,辽宁,阵雨,28,0.50,1.0
2026-07-19,百色,四线城市,广西,中雨,31,0.50,1.0
2026-07-19,锦州,四线城市,辽宁,阵雨,28,0.50,1.0
2026-07-19,韶关,四线城市,广东,雷阵雨,33,0.50,1.0
2026-07-19,盘锦,四线城市,辽宁,小雨,29,0.50,1.0
2026-07-19,许昌,四线城市,河南,晴,33,0.50,1.0
2026-07-19,武威,四线城市,甘肃,晴,34,0.50,1.0
2026-07-19,滨州,四线城市,山东,晴,34,0.50,1.0
2026-07-19,红河哈尼族彝族自治州,四线城市,云南,中雨,26,0.50,1.0
2026-07-19,景德镇,四线城市,江西,中雨,31,0.50,0.6
2026-07-19,东营,四线城市,山东,晴,33,0.50,1.0
2026-07-19,乐山,四线城市,四川,晴,37,0.50,1.0
2026-07-19,宣城,四线城市,安徽,小雨,28,0.50,1.0
2026-07-19,湘潭,四线城市,湖南,中雨,33,0.50,1.0
2026-07-19,舟山,四线城市,浙江,小雨,33,0.00,0.8
2026-07-19,怀化,四线城市,湖南,中雨,29,0.50,1.0
2026-07-19,南平,四线城市,福建,小雨,34,0.50,1.0
2026-07-19,黄石,四线城市,湖北,多云,32,0.50,0.75
2026-07-19,梧州,四线城市,广西,阵雨,33,0.50,1.0
2026-07-19,昭通,四线城市,云南,多云,25,0.50,1.0
2026-07-19,六盘水,四线城市,贵州,多云,26,0.50,1.0
2026-07-19,赤峰,四线城市,内蒙古,多云,27,0.50,1.0
2026-07-19,达州,四线城市,四川,晴,37,0.50,1.0
2026-07-19,榆林,四线城市,陕西,小雨,31,0.50,1.0
2026-07-19,焦作,四线城市,河南,晴,34,0.50,1.0
2026-07-19,承德,四线城市,河北,多云,29,0.50,1.0
2026-07-19,鞍山,四线城市,辽宁,中雨,29,0.50,1.0
2026-07-19,铜陵,四线城市,安徽,阵雨,26,0.50,1.0
2026-07-19,大理白族自治州,四线城市,云南,小雨,21,0.50,1.0
2026-07-19,大同,四线城市,山西,小雨,31,0.50,1.0
2026-07-19,吉林,四线城市,吉林,小雨,30,0.50,1.0
2026-07-19,汉中,四线城市,陕西,晴,37,0.50,1.0
2026-07-19,平顶山,四线城市,河南,晴,34,0.50,1.0
2026-07-19,毕节,四线城市,贵州,多云,27,0.50,1.0
2026-07-19,新余,四线城市,江西,中雨,33,0.50,1.0
2026-07-19,张家口,四线城市,河北,多云,32,0.50,1.0
2026-07-19,白银,四线城市,甘肃,晴,32,0.50,1.0
2026-07-19,曲靖,四线城市,云南,小雨,25,0.50,1.0
2026-07-19,黔南布依族苗族自治州,四线城市,贵州,阵雨,25,0.50,1.0
2026-07-19,黄山,四线城市,安徽,小雨,32,0.50,1.0
2026-07-19,文昌,四线城市,海南,雷阵雨,32,0.50,1.0
2026-07-19,泸州,四线城市,四川,多云,36,0.50,1.0
2026-07-19,鄂州,四线城市,湖北,多云,31,0.50,1.0
2026-07-19,吉安,四线城市,江西,雷阵雨,33,0.50,1.0
2026-07-19,长治,四线城市,山西,晴,31,0.50,1.0
2026-07-19,秦皇岛,四线城市,河北,多云,30,0.50,1.0
2026-07-19,大庆,四线城市,黑龙江,阴,30,0.00,1.0
2026-07-19,娄底,四线城市,湖南,小雨,28,0.50,1.0
2026-07-19,淮北,四线城市,安徽,多云,30,0.50,1.0
2026-07-19,临汾,四线城市,山西,晴,36,0.50,1.0
2026-07-19,十堰,四线城市,湖北,晴,39,0.50,1.0
2026-07-19,恩施土家族苗族自治州,五线城市,湖北,阴,31,0.50,1.0
2026-07-19,遂宁,五线城市,四川,晴,38,0.50,1.0
2026-07-19,荆门,五线城市,湖北,多云,31,0.50,1.0
2026-07-19,广安,五线城市,四川,晴,37,0.50,1.0
2026-07-19,延安,五线城市,陕西,晴,32,0.50,1.0
2026-07-19,资阳,五线城市,四川,晴,38,0.50,1.0
2026-07-19,张家界,五线城市,湖南,中雨,27,0.50,1.0
2026-07-19,天水,五线城市,甘肃,晴,35,0.50,1.0
2026-07-19,铁岭,五线城市,辽宁,雷阵雨,29,0.50,1.0
2026-07-19,白城,五线城市,吉林,小雨,26,0.50,1.0
2026-07-19,仙桃,五线城市,湖北,多云,30,0.50,1.0
2026-07-19,池州,五线城市,安徽,小雨,30,0.50,1.0
2026-07-19,贺州,五线城市,广西,阵雨,33,0.50,1.0
2026-07-19,阜新,五线城市,辽宁,雷阵雨,28,0.50,1.0
2026-07-19,石嘴山,五线城市,宁夏,晴,34,0.50,1.0
2026-07-19,葫芦岛,五线城市,辽宁,雷阵雨,28,0.50,1.0
2026-07-19,雅安,五线城市,四川,晴,37,0.50,1.0
2026-07-19,辽阳,五线城市,辽宁,雷阵雨,29,0.50,1.0
2026-07-19,朝阳,五线城市,辽宁,小雨,28,0.50,1.0
2026-07-19,楚雄彝族自治州,五线城市,云南,小雨,24,0.50,1.0
2026-07-19,西双版纳傣族自治州,五线城市,云南,中雨,27,0.50,1.0
2026-07-19,抚顺,五线城市,辽宁,中雨,26,0.50,1.0
2026-07-19,通化,五线城市,吉林,中雨,26,0.50,1.0
2026-07-19,鹰潭,五线城市,江西,小雨,31,0.50,1.0
2026-07-19,防城港,五线城市,广西,阵雨,31,0.50,1.0
2026-07-19,安康,五线城市,陕西,晴,39,0.50,1.0
2026-07-19,玉溪,五线城市,云南,小雨,25,0.50,1.0
2026-07-19,湘西土家族苗族自治州,五线城市,湖南,中雨,32,0.50,1.0
2026-07-19,金昌,五线城市,甘肃,多云,36,0.50,1.0
2026-07-19,本溪,五线城市,辽宁,阵雨,28,0.50,1.0
2026-07-19,广元,五线城市,四川,晴,40,0.50,1.0
2026-07-19,延边,五线城市,吉林,小雨,27,0.50,1.0
2026-07-19,庆阳,五线城市,甘肃,晴,30,0.50,1.0
2026-07-19,临夏回族自治州,五线城市,甘肃,晴,28,0.50,1.0
2026-07-19,辽源,五线城市,吉林,小雨,29,0.50,1.0
2026-07-19,萍乡,五线城市,江西,阵雨,31,0.50,1.0
2026-07-19,随州,五线城市,湖北,多云,32,0.50,1.0
2026-07-19,儋州,五线城市,海南,多云,35,0.50,1.0
2026-07-19,济源,五线城市,河南,晴,33,0.50,1.0
2026-07-19,德宏傣族景颇族自治州,五线城市,云南,中雨,24,0.50,1.0
2026-07-19,普洱,五线城市,云南,中雨,24,0.50,1.0
2026-07-19,四平,五线城市,吉林,中雨,28,0.50,1.0
2026-07-19,万宁,五线城市,海南,多云,33,0.50,1.0
2026-07-19,佳木斯,五线城市,黑龙江,晴,29,0.50,0.5
2026-07-19,文山壮族苗族自治州,五线城市,云南,中雨,26,0.50,1.0
2026-07-19,鹤壁,五线城市,河南,晴,32,0.50,1.0
2026-07-19,崇左,五线城市,广西,中雨,32,0.50,1.0
2026-07-19,中卫,五线城市,宁夏,晴,34,0.50,1.0
2026-07-19,绥化,五线城市,黑龙江,多云,28,0.50,1.0
2026-07-19,固原,五线城市,宁夏,晴,29,0.50,1.0
