日期,城市,城市分层,省份,天气,温度,众数配送费,众数配送费门店占比
2026-07-23,马鞍山,,安徽,中雨,31,,
2026-07-23,池州,,安徽,小雨,31,,
2026-07-23,吉安,,江西,多云,35,,
2026-07-23,衡水,,河北,中雨,31,,
2026-07-23,韶关,,广东,晴,34,,
2026-07-23,金华,,浙江,晴,36,,
2026-07-23,儋州,,海南,雷阵雨,35,,
2026-07-23,宣城,,安徽,晴,33,,
2026-07-23,荆门,,湖北,小雨,33,,
2026-07-23,漳州,,福建,晴,35,,
2026-07-23,绵阳,,四川,晴,36,,
2026-07-23,黄冈,,湖北,中雨,32,,
2026-07-23,泸州,,四川,晴,39,,
2026-07-23,中卫,,宁夏,晴,36,,
2026-07-23,黄山,,安徽,晴,34,,
2026-07-23,鸡西,,黑龙江,阵雨,30,,
2026-07-23,保定,,河北,雷阵雨,31,,
2026-07-23,孝感,,湖北,小雨,34,,
2026-07-23,泰州,,江苏,中雨,30,,
2026-07-23,朝阳,,辽宁,雷阵雨,28,,
2026-07-23,固原,,宁夏,晴,30,,
2026-07-23,济南,,山东,小雨,33,,
2026-07-23,湛江,,广东,雷阵雨,32,,
2026-07-23,普洱,,云南,小雨,27,,
2026-07-23,乐山,,四川,多云,38,,
2026-07-23,盐城,,江苏,小雨,30,,
2026-07-23,吉林,,吉林,小雨,30,,
2026-07-23,绍兴,,浙江,多云,37,,
2026-07-23,鄂州,,湖北,小雨,33,,
2026-07-23,六安,,安徽,大雨,30,,
2026-07-23,大庆,,黑龙江,小雨,34,,
2026-07-23,宁波,,浙江,小雨,36,,
2026-07-23,鞍山,,辽宁,晴,32,,
2026-07-23,文山壮族苗族自治州,,云南,小雨,27,,
2026-07-23,梅州,,广东,晴,35,,
2026-07-23,淄博,,山东,小雨,33,,
2026-07-23,中山,,广东,晴,33,,
2026-07-23,焦作,,河南,小雨,33,,
2026-07-23,陇南,,甘肃,多云,34,,
2026-07-23,随州,,湖北,小雨,34,,
2026-07-23,崇左,,广西,阵雨,31,,
2026-07-23,桂林,,广西,阵雨,30,,
2026-07-23,安阳,,河南,小雨,31,,
2026-07-23,锦州,,辽宁,阵雨,29,,
2026-07-23,玉林,,广西,雷阵雨,31,,
2026-07-23,西安,,陕西,晴,37,,
2026-07-23,枣庄,,山东,阴,29,,
2026-07-23,济源,,河南,多云,33,,
2026-07-23,商丘,,河南,小雨,33,,
2026-07-23,西双版纳傣族自治州,,云南,小雨,32,,
2026-07-23,云浮,,广东,中雨,35,,
2026-07-23,海口,,海南,小雨,35,,
2026-07-23,茂名,,广东,晴,32,,
2026-07-23,温州,,浙江,多云,35,,
2026-07-23,常德,,湖南,小雨,33,,
2026-07-23,景德镇,,江西,多云,34,,
2026-07-23,石嘴山,,宁夏,晴,35,,
2026-07-23,营口,,辽宁,多云,30,,
2026-07-23,潍坊,,山东,多云,33,,
2026-07-23,荆州,,湖北,阴,35,,
2026-07-23,南京,,江苏,中雨,32,,
2026-07-23,重庆,,重庆,晴,39,,
2026-07-23,江门,,广东,晴,33,,
2026-07-23,唐山,,河北,雷阵雨,29,,
2026-07-23,绥化,,黑龙江,小雨,29,,
2026-07-23,贺州,,广西,多云,32,,
2026-07-23,承德,,河北,雷阵雨,28,,
2026-07-23,鹤壁,,河南,中雨,32,,
2026-07-23,雅安,,四川,多云,35,,
2026-07-23,衢州,,浙江,晴,37,,
2026-07-23,许昌,,河南,小雨,34,,
2026-07-23,阜阳,,安徽,小雨,32,,
2026-07-23,佳木斯,,黑龙江,小雨,32,,
2026-07-23,南充,,四川,晴,39,,
2026-07-23,葫芦岛,,辽宁,雷阵雨,28,,
2026-07-23,萍乡,,江西,多云,35,,
2026-07-23,遂宁,,四川,多云,40,,
2026-07-23,昭通,,云南,阵雨,30,,
2026-07-23,大同,,山西,小雨,26,,
2026-07-23,徐州,,江苏,小雨,30,,
2026-07-23,运城,,山西,小雨,33,,
2026-07-23,深圳,,广东,晴,33,,
2026-07-23,武威,,甘肃,晴,37,,
2026-07-23,扬州,,江苏,小雨,33,,
2026-07-23,潮州,,广东,晴,34,,
2026-07-23,红河哈尼族彝族自治州,,云南,小雨,28,,
2026-07-23,常州,,江苏,小雨,34,,
2026-07-23,太原,,山西,小雨,29,,
2026-07-23,榆林,,陕西,多云,30,,
2026-07-23,淮安,,江苏,中雨,28,,
2026-07-23,南阳,,河南,多云,35,,
2026-07-23,清远,,广东,晴,34,,
2026-07-23,文昌,,海南,多云,34,,
2026-07-23,盘锦,,辽宁,多云,30,,
2026-07-23,秦皇岛,,河北,雷阵雨,28,,
2026-07-23,阜新,,辽宁,雷阵雨,29,,
2026-07-23,丹东,,辽宁,多云,30,,
2026-07-23,达州,,四川,晴,39,,
2026-07-23,大理白族自治州,,云南,小雨,25,,
2026-07-23,赤峰,,内蒙古,小雨,29,,
2026-07-23,四平,,吉林,小雨,29,,
2026-07-23,东莞,,广东,晴,34,,
2026-07-23,抚顺,,辽宁,多云,31,,
2026-07-23,杭州,,浙江,多云,38,,
2026-07-23,铜陵,,安徽,雷阵雨,33,,
2026-07-23,邢台,,河北,雷阵雨,29,,
2026-07-23,三门峡,,河南,多云,32,,
2026-07-23,开封,,河南,小雨,34,,
2026-07-23,珠海,,广东,晴,32,,
2026-07-23,兴安,,内蒙古,晴,28,,
2026-07-23,日照,,山东,阴,29,,
2026-07-23,泰安,,山东,阴,33,,
2026-07-24,广州,一线城市,广东,晴,35,0.00,1.0
2026-07-24,长沙,新一线城市,湖南,晴,36,0.00,1.0
2026-07-24,益阳,四线城市,湖南,小雨,35,0.00,1.0
2026-07-24,镇江,,江苏,小雨,30,,
2026-07-24,汕尾,,广东,晴,31,,
2026-07-24,菏泽,,山东,小雨,32,,
2026-07-24,衡阳,,湖南,小雨,35,,
2026-07-24,廊坊,,河北,雷阵雨,30,,
2026-07-24,三明,,福建,晴,37,,
2026-07-24,宜昌,,湖北,阵雨,34,,
2026-07-24,邯郸,,河北,多云,30,,
2026-07-24,遵义,,贵州,多云,32,,
2026-07-24,潜江,,湖北,多云,34,,
2026-07-24,吕梁,,山西,晴,30,,
2026-07-24,十堰,,湖北,阵雨,37,,
2026-07-24,鹤岗,,黑龙江,小雨,29,,
2026-07-24,鹰潭,,江西,多云,36,,
2026-07-24,湘西土家族苗族自治州,,湖南,小雨,35,,
2026-07-24,莆田,,福建,晴,35,,
2026-07-24,济宁,,山东,阴,33,,
2026-07-24,巴中,,四川,雷阵雨,35,,
2026-07-24,聊城,,山东,多云,36,,
2026-07-24,咸宁,,湖北,阴,33,,
2026-07-24,亳州,,安徽,小雨,34,,
2026-07-24,凉山彝族自治州,,四川,阵雨,31,,
2026-07-24,兰州,,甘肃,晴,36,,
2026-07-24,恩施土家族苗族自治州,,湖北,阵雨,33,,
2026-07-24,临汾,,山西,晴,35,,
2026-07-24,东方,,海南,多云,32,,
2026-07-24,南平,,福建,晴,36,,
2026-07-24,德州,,山东,雷阵雨,32,,
2026-07-24,丽水,,浙江,晴,38,,
2026-07-24,怀化,,湖南,多云,35,,
2026-07-24,延边,,吉林,小雨,27,,
2026-07-24,渭南,,陕西,晴,36,,
2026-07-24,揭阳,,广东,晴,35,,
2026-07-24,沧州,,河北,中雨,30,,
2026-07-24,黔东南苗族侗族自治州,,贵州,晴,30,,
2026-07-24,襄阳,,湖北,多云,34,,
2026-07-24,株洲,,湖南,多云,37,,
2026-07-24,内江,,四川,雷阵雨,35,,
2026-07-24,曲靖,,云南,小雨,24,,
2026-07-24,昆明,,云南,小雨,24,,
2026-07-24,滁州,,安徽,小雨,32,,
2026-07-24,哈尔滨,,黑龙江,雷阵雨,27,,
2026-07-24,宜春,,江西,多云,35,,
2026-07-24,钦州,,广西,阵雨,32,,
2026-07-24,岳阳,,湖南,晴,33,,
2026-07-24,抚州,,江西,晴,36,,
2026-07-24,九江,,江西,多云,34,,
2026-07-24,来宾,,广西,阵雨,33,,
2026-07-24,拉萨,,西藏,小雨,24,,
2026-07-24,通化,,吉林,小雨,28,,
2026-07-24,信阳,,河南,小雨,35,,
2026-07-24,乌兰察布,,内蒙古,多云,28,,
2026-07-24,苏州,,江苏,多云,37,,
2026-07-24,上饶,,江西,晴,36,,
2026-07-24,大连,,辽宁,小雨,29,,
2026-07-24,黔西南布依族苗族自治州,,贵州,阵雨,26,,
2026-07-24,张家口,,河北,雷阵雨,28,,
2026-07-24,毕节,,贵州,多云,28,,
2026-07-24,广元,,四川,雷阵雨,37,,
2026-07-24,七台河,,黑龙江,小雨,30,,
2026-07-24,宝鸡,,陕西,小雨,35,,
2026-07-24,肇庆,,广东,多云,35,,
2026-07-24,阳泉,,山西,雾,27,,
2026-07-24,湘潭,,湖南,晴,36,,
2026-07-24,烟台,,山东,小雨,30,,
2026-07-24,舟山,,浙江,晴,34,,
2026-07-24,安庆,,安徽,晴,32,,
2026-07-24,湖州,,浙江,小雨,37,,
2026-07-24,天水,,甘肃,晴,34,,
2026-07-24,青岛,,山东,多云,28,,
2026-07-24,呼伦贝尔,,内蒙古,阵雨,29,,
2026-07-24,成都,,四川,多云,36,,
2026-07-24,连云港,,江苏,小雨,31,,
2026-07-24,玉溪,,云南,小雨,24,,
2026-07-24,朔州,,山西,晴,29,,
2026-07-24,泉州,,福建,晴,35,,
2026-07-24,自贡,,四川,晴,38,,
2026-07-24,蚌埠,,安徽,小雨,32,,
2026-07-24,眉山,,四川,雷阵雨,35,,
2026-07-24,辽源,,吉林,小雨,29,,
2026-07-24,长春,,吉林,小雨,28,,
2026-07-24,通辽,,内蒙古,小雨,29,,
2026-07-24,新乡,,河南,多云,34,,
2026-07-24,呼和浩特,,内蒙古,多云,32,,
2026-07-24,松原,,吉林,小雨,31,,
2026-07-24,吴忠,,宁夏,晴,36,,
2026-07-24,洛阳,,河南,多云,33,,
2026-07-24,天津,,天津,雷阵雨,30,,
2026-07-24,邵阳,,湖南,多云,32,,
2026-07-24,上海,,上海,多云,36,,
2026-07-24,赣州,,江西,多云,37,,
2026-07-24,五指山,,海南,雷阵雨,33,,
2026-07-24,琼海,,海南,多云,33,,
2026-07-24,娄底,,湖南,小雨,34,,
2026-07-24,合肥,,安徽,小雨,32,,
2026-07-24,白城,,吉林,中雨,28,,
2026-07-24,汕头,,广东,晴,35,,
2026-07-24,三亚,,海南,多云,35,,
2026-07-24,德阳,,四川,雷阵雨,35,,
2026-07-24,驻马店,,河南,多云,36,,
2026-07-24,伊春,,黑龙江,小雨,25,,
2026-07-24,仙桃,,湖北,多云,34,,
2026-07-24,惠州,,广东,晴,34,,
2026-07-24,宁德,,福建,多云,36,,
2026-07-24,南通,,江苏,小雨,31,,
2026-07-24,白银,,甘肃,晴,33,,
2026-07-24,黄石,,湖北,阵雨,33,,
2026-07-24,铁岭,,辽宁,中雨,30,,
2026-07-24,北京,,北京,多云,28,,
2026-07-24,庆阳,,甘肃,晴,31,,
2026-07-24,金昌,,甘肃,多云,38,,
2026-07-24,资阳,,四川,雷阵雨,35,,
2026-07-24,龙岩,,福建,晴,36,,
2026-07-24,延安,,陕西,晴,31,,
2026-07-24,濮阳,,河南,中雨,31,,
2026-07-24,淮北,,安徽,小雨,34,,
2026-07-24,无锡,,江苏,小雨,35,,
2026-07-24,阳江,,广东,晴,31,,
2026-07-24,定西,,甘肃,晴,29,,
2026-07-24,广安,,四川,雷阵雨,35,,
2026-07-24,台州,,浙江,晴,36,,
2026-07-24,铜仁,,贵州,多云,34,,
2026-07-24,梧州,,广西,多云,35,,
2026-07-24,银川,,宁夏,晴,35,,
2026-07-24,贵港,,广西,多云,34,,
2026-07-24,周口,,河南,小雨,36,,
2026-07-24,临沂,,山东,阴,32,,
2026-07-24,本溪,,辽宁,雷阵雨,28,,
2026-07-24,黔南布依族苗族自治州,,贵州,多云,28,,
2026-07-24,厦门,,福建,多云,33,,
2026-07-24,安康,,陕西,晴,39,,
2026-07-24,新余,,江西,多云,34,,
2026-07-24,张家界,,湖南,多云,36,,
2026-07-24,商洛,,陕西,小雨,34,,
2026-07-24,石家庄,,河北,雷阵雨,31,,
2026-07-24,忻州,,山西,晴,29,,
2026-07-24,北海,,广西,多云,33,,
2026-07-24,南昌,,江西,晴,35,,
2026-07-24,平顶山,,河南,小雨,33,,
2026-07-24,临夏回族自治州,,甘肃,多云,34,,
2026-07-24,防城港,,广西,阵雨,31,,
2026-07-24,永州,,湖南,多云,34,,
2026-07-24,郴州,,湖南,晴,35,,
2026-07-24,怒江傈僳族自治州,,云南,小雨,30,,
2026-07-24,汉中,,陕西,晴,37,,
2026-07-24,宿州,,安徽,小雨,34,,
2026-07-24,孝感,,湖北,多云,33,,
2026-07-24,百色,,广西,阵雨,33,,
2026-07-24,开封,,河南,暴雨,33,,
2026-07-24,宁波,,浙江,多云,37,,
2026-07-24,黄山,,安徽,多云,35,,
2026-07-24,鄂州,,湖北,多云,33,,
2026-07-24,温州,,浙江,晴,35,,
2026-07-24,大庆,,黑龙江,小雨,29,,
2026-07-24,常州,,江苏,小雨,36,,
2026-07-24,文昌,,海南,雷阵雨,34,,
2026-07-24,晋中,,山西,晴,29,,
2026-07-24,大同,,山西,晴,28,,
2026-07-24,六盘水,,贵州,阵雨,25,,
2026-07-24,嘉兴,,浙江,多云,36,,
2026-07-24,葫芦岛,,辽宁,雷阵雨,27,,
2026-07-24,安阳,,河南,小雨,31,,
2026-07-24,滨州,,山东,小雨,32,,
2026-07-24,大理白族自治州,,云南,小雨,23,,
2026-07-24,邢台,,河北,雷阵雨,29,,
2026-07-24,佛山,,广东,晴,35,,
2026-07-24,福州,,福建,晴,36,,
2026-07-24,河池,,广西,阵雨,33,,
2026-07-24,保定,,河北,雷阵雨,30,,
2026-07-24,鞍山,,辽宁,中雨,30,,
2026-07-24,芜湖,,安徽,小雨,33,,
2026-07-24,达州,,四川,多云,39,,
2026-07-24,运城,,山西,晴,34,,
2026-07-24,鸡西,,黑龙江,阵雨,28,,
2026-07-24,杭州,,浙江,小雨,39,,
2026-07-24,池州,,安徽,多云,33,,
2026-07-24,常德,,湖南,小雨,35,,
2026-07-24,陇南,,甘肃,晴,34,,
2026-07-24,宿迁,,江苏,小雨,32,,
2026-07-24,黄冈,,湖北,阵雨,33,,
2026-07-24,营口,,辽宁,中雨,28,,
2026-07-24,楚雄彝族自治州,,云南,小雨,25,,
2026-07-24,兴安,,内蒙古,中雨,25,,
2026-07-24,潍坊,,山东,阴,33,,
2026-07-24,普洱,,云南,小雨,25,,
2026-07-24,淮安,,江苏,中雨,31,,
2026-07-24,荆州,,湖北,多云,34,,
2026-07-24,咸阳,,陕西,晴,36,,
2026-07-24,济南,,山东,小雨,33,,
2026-07-24,绥化,,黑龙江,小雨,27,,
2026-07-24,遂宁,,四川,雷阵雨,36,,
2026-07-24,河源,,广东,晴,35,,
2026-07-24,三门峡,,河南,晴,33,,
2026-07-24,焦作,,河南,小雨,33,,
2026-07-24,固原,,宁夏,晴,30,,
2026-07-24,贺州,,广西,晴,35,,
2026-07-24,漳州,,福建,多云,36,,
2026-07-24,鹤壁,,河南,小雨,31,,
2026-07-24,宜宾,,四川,雷阵雨,35,,
2026-07-24,朝阳,,辽宁,雷阵雨,28,,
2026-07-24,日照,,山东,小雨,30,,
2026-07-24,铜陵,,安徽,雷阵雨,32,,
2026-07-24,清远,,广东,晴,35,,
2026-07-24,淄博,,山东,小雨,33,,
2026-07-24,乐山,,四川,雷阵雨,35,,
2026-07-24,云浮,,广东,多云,35,,
2026-07-24,西双版纳傣族自治州,,云南,小雨,29,,
2026-07-24,四平,,吉林,小雨,28,,
2026-07-24,贵阳,,贵州,阵雨,28,,
2026-07-24,中山,,广东,多云,33,,
2026-07-24,济源,,河南,晴,33,,
2026-07-24,德宏傣族景颇族自治州,,云南,小雨,27,,
2026-07-24,儋州,,海南,多云,35,,
2026-07-24,长治,,山西,小雨,27,,
2026-07-24,泸州,,四川,雷阵雨,35,,
2026-07-24,衢州,,浙江,晴,37,,
2026-07-24,湛江,,广东,雷阵雨,32,,
2026-07-24,承德,,河北,阴,28,,
2026-07-24,锦州,,辽宁,阵雨,28,,
2026-07-24,宣城,,安徽,晴,35,,
2026-07-24,阜新,,辽宁,雷阵雨,27,,
2026-07-24,西安,,陕西,晴,37,,
2026-07-24,抚顺,,辽宁,中雨,28,,
2026-07-24,茂名,,广东,晴,33,,
2026-07-24,红河哈尼族彝族自治州,,云南,小雨,26,,
2026-07-24,佳木斯,,黑龙江,小雨,32,,
2026-07-24,文山壮族苗族自治州,,云南,小雨,25,,
2026-07-24,中卫,,宁夏,晴,36,,
2026-07-24,扬州,,江苏,小雨,32,,
2026-07-24,西宁,,青海,多云,30,,
2026-07-24,潮州,,广东,晴,35,,
2026-07-24,韶关,,广东,晴,34,,
2026-07-24,东营,,山东,小雨,33,,
2026-07-24,江门,,广东,晴,34,,
2026-07-24,商丘,,河南,大雨,32,,
2026-07-24,桂林,,广西,多云,34,,
2026-07-24,威海,,山东,中雨,29,,
2026-07-24,吉安,,江西,晴,38,,
2026-07-24,唐山,,河北,中雨,29,,
2026-07-24,重庆,,重庆,小雨,38,,
2026-07-24,许昌,,河南,中雨,33,,
2026-07-24,萍乡,,江西,多云,36,,
2026-07-24,梅州,,广东,晴,35,,
2026-07-24,淮南,,安徽,小雨,31,,
2026-07-24,盐城,,江苏,小雨,31,,
2026-07-24,景德镇,,江西,多云,36,,
2026-07-24,阜阳,,安徽,中雨,33,,
2026-07-24,郑州,,河南,大雨,33,,
2026-07-24,金华,,浙江,晴,36,,
2026-07-24,雅安,,四川,阵雨,35,,
2026-07-24,深圳,,广东,晴,33,,
2026-07-24,昭通,,云南,多云,29,,
2026-07-24,万宁,,海南,多云,34,,
2026-07-24,石嘴山,,宁夏,晴,36,,
2026-07-24,榆林,,陕西,多云,30,,
2026-07-24,太原,,山西,晴,31,,
2026-07-24,泰安,,山东,小雨,32,,
2026-07-24,随州,,湖北,阴,36,,
2026-07-24,徐州,,江苏,小雨,32,,
2026-07-24,六安,,安徽,小雨,32,,
2026-07-24,南宁,,广西,阵雨,32,,
2026-07-24,吉林,,吉林,小雨,28,,
2026-07-24,泰州,,江苏,中雨,33,,
2026-07-24,沈阳,,辽宁,雷阵雨,29,,
2026-07-24,武汉,,湖北,多云,34,,
2026-07-24,枣庄,,山东,阴,32,,
2026-07-24,绍兴,,浙江,多云,39,,
2026-07-24,海口,,海南,小雨,34,,
2026-07-24,秦皇岛,,河北,雷阵雨,28,,
2026-07-24,珠海,,广东,晴,33,,
2026-07-24,辽阳,,辽宁,小雨,30,,
2026-07-24,武威,,甘肃,多云,37,,
2026-07-24,马鞍山,,安徽,小雨,33,,
2026-07-24,荆门,,湖北,多云,33,,
2026-07-24,南阳,,河南,多云,36,,
2026-07-24,柳州,,广西,多云,35,,
2026-07-24,南京,,江苏,中雨,33,,
2026-07-24,绵阳,,四川,多云,36,,
2026-07-24,玉林,,广西,雷阵雨,32,,
2026-07-24,南充,,四川,晴,37,,
2026-07-24,衡水,,河北,雷阵雨,30,,
2026-07-24,盘锦,,辽宁,小雨,30,,
2026-07-24,赤峰,,内蒙古,小雨,27,,
2026-07-24,东莞,,广东,晴,34,,
2026-07-24,丹东,,辽宁,中雨,28,,
2026-07-24,崇左,,广西,阵雨,32,,
2026-07-25,广州,一线城市,广东,雷阵雨,34,0.00,1.0
2026-07-25,长沙,新一线城市,湖南,晴,37,0.00,1.0
2026-07-25,益阳,四线城市,湖南,小雨,35,0.00,1.0
2026-07-25,资阳,,四川,多云,34,,
2026-07-25,厦门,,福建,小雨,33,,
2026-07-25,兰州,,甘肃,多云,33,,
2026-07-25,丽水,,浙江,小雨,38,,
2026-07-25,湘潭,,湖南,晴,36,,
2026-07-25,潜江,,湖北,晴,34,,
2026-07-25,连云港,,江苏,小雨,31,,
2026-07-25,梧州,,广西,多云,35,,
2026-07-25,长春,,吉林,小雨,24,,
2026-07-25,新余,,江西,多云,36,,
2026-07-25,惠州,,广东,中雨,33,,
2026-07-25,临沂,,山东,小雨,33,,
2026-07-25,上海,,上海,多云,37,,
2026-07-25,白城,,吉林,小雨,29,,
2026-07-25,延安,,陕西,晴,30,,
2026-07-25,巴中,,四川,多云,35,,
2026-07-25,黔南布依族苗族自治州,,贵州,阵雨,30,,
2026-07-25,伊春,,黑龙江,中雨,25,,
2026-07-25,铜仁,,贵州,阴,32,,
2026-07-25,聊城,,山东,小雨,33,,
2026-07-25,泉州,,福建,小雨,35,,
2026-07-25,阳江,,广东,多云,33,,
2026-07-25,上饶,,江西,晴,36,,
2026-07-25,贵港,,广西,多云,32,,
2026-07-25,龙岩,,福建,小雨,34,,
2026-07-25,湖州,,浙江,晴,36,,
2026-07-25,无锡,,江苏,晴,36,,
2026-07-25,新乡,,河南,小雨,33,,
2026-07-25,烟台,,山东,小雨,31,,
2026-07-25,怀化,,湖南,晴,35,,
2026-07-25,吴忠,,宁夏,晴,35,,
2026-07-25,揭阳,,广东,中雨,34,,
2026-07-25,临夏回族自治州,,甘肃,晴,29,,
2026-07-25,汉中,,陕西,小雨,37,,
2026-07-25,定西,,甘肃,多云,30,,
2026-07-25,濮阳,,河南,小雨,32,,
2026-07-25,通化,,吉林,小雨,24,,
2026-07-25,镇江,,江苏,多云,35,,
2026-07-25,琼海,,海南,多云,33,,
2026-07-25,鹤岗,,黑龙江,阵雨,27,,
2026-07-25,抚州,,江西,晴,37,,
2026-07-25,驻马店,,河南,小雨,36,,
2026-07-25,哈尔滨,,黑龙江,小雨,27,,
2026-07-25,遵义,,贵州,多云,30,,
2026-07-25,广安,,四川,多云,36,,
2026-07-25,昆明,,云南,小雨,23,,
2026-07-25,玉溪,,云南,小雨,24,,
2026-07-25,通辽,,内蒙古,多云,29,,
2026-07-25,岳阳,,湖南,晴,34,,
2026-07-25,来宾,,广西,多云,35,,
2026-07-25,淮北,,安徽,阴,32,,
2026-07-25,成都,,四川,多云,34,,
2026-07-25,三明,,福建,小雨,36,,
2026-07-25,台州,,浙江,小雨,34,,
2026-07-25,东方,,海南,多云,32,,
2026-07-25,宁德,,福建,小雨,34,,
2026-07-25,北海,,广西,多云,33,,
2026-07-25,青岛,,山东,多云,27,,
2026-07-25,德州,,山东,阴,33,,
2026-07-25,朔州,,山西,多云,30,,
2026-07-25,永州,,湖南,晴,34,,
2026-07-25,南昌,,江西,晴,36,,
2026-07-25,莆田,,福建,多云,35,,
2026-07-25,十堰,,湖北,阵雨,36,,
2026-07-25,郴州,,湖南,晴,35,,
2026-07-25,沧州,,河北,雷阵雨,33,,
2026-07-25,白银,,甘肃,晴,32,,
2026-07-25,广元,,四川,多云,35,,
2026-07-25,三亚,,海南,多云,33,,
2026-07-25,黄石,,湖北,晴,37,,
2026-07-25,恩施土家族苗族自治州,,湖北,阵雨,32,,
2026-07-25,邵阳,,湖南,晴,33,,
2026-07-25,内江,,四川,多云,35,,
2026-07-25,阳泉,,山西,多云,29,,
2026-07-25,北京,,北京,雷阵雨,32,,
2026-07-25,鹰潭,,江西,多云,36,,
2026-07-25,信阳,,河南,小雨,34,,
2026-07-25,庆阳,,甘肃,多云,30,,
2026-07-25,毕节,,贵州,阵雨,29,,
2026-07-25,南通,,江苏,多云,34,,
2026-07-25,银川,,宁夏,晴,35,,
2026-07-25,衡阳,,湖南,晴,36,,
2026-07-25,松原,,吉林,小雨,29,,
2026-07-25,延边,,吉林,阵雨,24,,
2026-07-25,临汾,,山西,小雨,34,,
2026-07-25,肇庆,,广东,多云,35,,
2026-07-25,吕梁,,山西,晴,31,,
2026-07-25,洛阳,,河南,小雨,32,,
2026-07-25,凉山彝族自治州,,四川,多云,29,,
2026-07-25,金昌,,甘肃,晴,36,,
2026-07-25,商洛,,陕西,小雨,34,,
2026-07-25,苏州,,江苏,多云,36,,
2026-07-25,怒江傈僳族自治州,,云南,小雨,29,,
2026-07-25,汕头,,广东,中雨,33,,
2026-07-25,南平,,福建,阴,36,,
2026-07-25,菏泽,,山东,小雨,32,,
2026-07-25,平顶山,,河南,小雨,34,,
2026-07-25,滁州,,安徽,阴,34,,
2026-07-25,德阳,,四川,多云,34,,
2026-07-25,安康,,陕西,晴,38,,
2026-07-25,仙桃,,湖北,多云,35,,
2026-07-25,廊坊,,河北,雷阵雨,32,,
2026-07-25,湘西土家族苗族自治州,,湖南,小雨,34,,
2026-07-25,邯郸,,河北,雷阵雨,34,,
2026-07-25,大连,,辽宁,小雨,29,,
2026-07-25,铁岭,,辽宁,雷阵雨,29,,
2026-07-25,亳州,,安徽,阴,32,,
2026-07-25,周口,,河南,小雨,35,,
2026-07-25,襄阳,,湖北,阵雨,34,,
2026-07-25,娄底,,湖南,晴,35,,
2026-07-25,眉山,,四川,多云,34,,
2026-07-25,曲靖,,云南,小雨,25,,
2026-07-25,合肥,,安徽,阴,34,,
2026-07-25,宝鸡,,陕西,小雨,36,,
2026-07-25,舟山,,浙江,晴,33,,
2026-07-25,蚌埠,,安徽,阴,33,,
2026-07-25,忻州,,山西,晴,28,,
2026-07-25,株洲,,湖南,晴,36,,
2026-07-25,赣州,,江西,多云,37,,
2026-07-25,钦州,,广西,多云,33,,
2026-07-25,咸宁,,湖北,晴,37,,
2026-07-25,汕尾,,广东,中雨,30,,
2026-07-25,宜昌,,湖北,阵雨,33,,
2026-07-25,五指山,,海南,雷阵雨,35,,
2026-07-25,张家界,,湖南,小雨,35,,
2026-07-25,黔东南苗族侗族自治州,,贵州,晴,31,,
2026-07-25,张家口,,河北,多云,32,,
2026-07-25,呼和浩特,,内蒙古,晴,31,,
2026-07-25,拉萨,,西藏,多云,26,,
2026-07-25,济宁,,山东,小雨,32,,
2026-07-25,防城港,,广西,阵雨,32,,
2026-07-25,七台河,,黑龙江,阵雨,32,,
2026-07-25,九江,,江西,多云,36,,
2026-07-25,乌兰察布,,内蒙古,多云,30,,
2026-07-25,自贡,,四川,多云,35,,
2026-07-25,安庆,,安徽,晴,35,,
2026-07-25,黔西南布依族苗族自治州,,贵州,多云,27,,
2026-07-25,辽源,,吉林,小雨,24,,
2026-07-25,天津,,天津,多云,34,,
2026-07-25,石家庄,,河北,雷阵雨,34,,
2026-07-25,呼伦贝尔,,内蒙古,阵雨,28,,
2026-07-25,本溪,,辽宁,雷阵雨,28,,
2026-07-25,宜春,,江西,多云,36,,
2026-07-25,天水,,甘肃,小雨,31,,
2026-07-25,渭南,,陕西,晴,36,,
2026-07-25,绍兴,,浙江,晴,37,,
2026-07-25,武威,,甘肃,晴,34,,
2026-07-25,温州,,浙江,小雨,35,,
2026-07-25,湛江,,广东,多云,32,,
2026-07-25,黄冈,,湖北,晴,36,,
2026-07-25,扬州,,江苏,小雨,35,,
2026-07-25,佛山,,广东,雷阵雨,35,,
2026-07-25,衢州,,浙江,晴,37,,
2026-07-25,重庆,,重庆,小雨,36,,
2026-07-25,萍乡,,江西,多云,37,,
2026-07-25,西宁,,青海,多云,29,,
2026-07-25,文山壮族苗族自治州,,云南,小雨,25,,
2026-07-25,秦皇岛,,河北,雷阵雨,28,,
2026-07-25,大理白族自治州,,云南,小雨,22,,
2026-07-25,榆林,,陕西,晴,31,,
2026-07-25,漳州,,福建,小雨,34,,
2026-07-25,承德,,河北,阴,30,,
2026-07-25,东营,,山东,多云,33,,
2026-07-25,邢台,,河北,雷阵雨,32,,
2026-07-25,抚顺,,辽宁,中雨,30,,
2026-07-25,福州,,福建,小雨,35,,
2026-07-25,河池,,广西,阵雨,34,,
2026-07-25,南充,,四川,多云,36,,
2026-07-25,葫芦岛,,辽宁,雷阵雨,29,,
2026-07-25,长治,,山西,晴,28,,
2026-07-25,海口,,海南,多云,34,,
2026-07-25,桂林,,广西,多云,35,,
2026-07-25,嘉兴,,浙江,晴,36,,
2026-07-25,乐山,,四川,多云,34,,
2026-07-25,清远,,广东,多云,35,,
